"bogus","Timestamp","Year","Day","Month","CaptureTime","SpeciesName","Sex","Age","BandNumber","TrapID","Weather","BandingReport","RecaptureYN","RecaptureMonth","RecaptureDay","Condition","Release","Comments","DataEntryPerson","Weight","WingChord","Temperature","RecaptureOriginal","RecapturePrevious","TailLength"
".","2/23/2011 14:45:11","1975","2","12","13:00:00","White-breasted Nuthatch","U","U (Unknown)","840-51411","AE","Partly-cloudy; calm; fresh snow","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","24.1","","","","",""
".","2/23/2011 14:46:16","1975","2","12","13:00:00","Slate-colored Junco","M","HY (Hatch Year)","1360-65176","4E","Partly-cloudy; calm; fresh snow","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.6","78","","","",""
".","2/23/2011 14:47:20","1975","2","12","16:00:00","Cardinal","U","U (Unknown)","66-197466","Tree R","Partly-cloudy; calm; fresh snow","no check mark in record","check or yes","none","none","none","Released","Released","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 14:48:13","1975","2","12","16:00:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65177","4E","Partly-cloudy; calm; fresh snow","check mark in record","no check","none","none","none","none","new tail feathers","Keith Bradley-Hewitt","21.1","73","","","",""
".","2/23/2011 14:49:05","1975","2","12","17:00:00","Tree Sparrow","U","U (Unknown)","1360-65178","AE","Partly-cloudy; calm; fresh snow","check mark in record","no check","none","none","none","none","Held overnight","Keith Bradley-Hewitt","21.1 (20.0)","74","","","",""
".","2/23/2011 14:50:31","1975","3","12","7:30:00","Blue Jay","U","HY (Hatch Year)","1163-90649","Tree L","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","79.1","129","","","",""
".","2/23/2011 14:51:33","1975","3","12","7:30:00","White-breasted Nuthatch","U","U (Unknown)","840-34088","Elev E","Cloudy; calm","no check mark in record","check or yes","none","none","none","Released","Released","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 14:52:15","1975","3","12","15:30:00","Slate-colored Junco","U","U (Unknown)","1360-65173","Elev E","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.7","","","","",""
".","2/23/2011 14:53:19","1975","3","12","15:30:00","Slate-colored Junco","U","U (Unknown)","1360-65161","Elev E","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","16.6","","","","",""
".","2/23/2011 14:54:07","1975","3","12","15:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65179","2E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","23.2","77","","","",""
".","2/23/2011 14:55:09","1975","4","12","8:00:00","White-breasted Nuthatch","U","U (Unknown)","840-34088","Tree R","Foggy; cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.5","","","","",""
".","2/23/2011 14:55:51","1975","4","12","8:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90650","4E","Foggy; cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","95.1","140","","","",""
".","2/23/2011 14:56:33","1975","4","12","8:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64942","CE","Foggy; cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","10","","","","",""
".","2/23/2011 14:57:14","1975","4","12","9:30:00","White-breasted Nuthatch","U","U (Unknown)","840-51411","Tree R","Foggy; cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","23.8","","","","",""
".","2/23/2011 14:57:54","1975","4","12","14:30:00","Black-capped Chickadee","U","HY (Hatch Year)","1360-65180","4E","Foggy; cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","12.2","65","","","",""
".","2/23/2011 14:58:31","1975","4","12","16:00:00","White-breasted Nuthatch","U","U (Unknown)","840-51411","Tree R","Foggy; cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","24.2","","","","",""
".","2/23/2011 15:00:07","1975","5","12","7:30:00","Black-capped Chickadee","U","HY (Hatch Year)","1360-65181","Tree R","Cloudy; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","12.4","67","","","",""
".","2/23/2011 15:01:20","1975","5","12","11:30:00","Black-capped Chickadee","U","U (Unknown)","1360-64961","Tree R","Cloudy; light winds","no check mark in record","check or yes","none","none","none","Released","Nose torn; attacked by shrike","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 15:02:17","1975","6","12","7:30:00","Black-capped Chickadee","U","U (Unknown)","1360-64961","Tree L","Clear; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","11.9","","","","",""
".","2/23/2011 15:02:57","1975","6","12","11:30:00","White-breasted Nuthatch","U","U (Unknown)","1161-17333","Tree L","Clear; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","22","","","","",""
".","2/23/2011 15:03:46","1975","9","12","10:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90651","Tree L","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","96.2","129","","","",""
".","2/23/2011 15:04:27","1975","9","12","14:00:00","White-breasted Nuthatch","M","U (Unknown)","840-51411","2E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","24.4","","","","",""
".","2/23/2011 15:05:11","1975","9","12","16:30:00","Black-capped Chickadee","U","U (Unknown)","1360-65155","Tree R","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.8","","","","",""
".","2/23/2011 15:06:14","1975","10","12","10:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64942","Tree L","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","10.7","","","","",""
".","2/23/2011 15:06:59","1975","10","12","10:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64961","Tree R","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12","","","","",""
".","2/23/2011 15:07:40","1975","10","12","10:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90652","1E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","94","136","","","",""
".","2/23/2011 15:08:23","1975","10","12","10:30:00","Blue Jay","U","AHY (After Hatch Year)","1163-90653","4E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","99.2","132","","","",""
".","2/23/2011 15:09:10","1975","10","12","10:30:00","Blue Jay","U","HY (Hatch Year)","1163-90654","4E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","90.8","126","","","",""
".","2/23/2011 15:09:49","1975","10","12","11:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64829","Tree R","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.1","","","","",""
".","2/23/2011 15:10:31","1975","10","12","11:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90655","2E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","100.3","134","","","",""
".","2/23/2011 15:11:15","1975","11","12","7:30:00","Cardinal","M","AHY (After Hatch Year)","66-197482","4E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","49.1","93","","","",""
".","2/23/2011 15:12:04","1975","11","12","10:30:00","Black-capped Chickadee","U","U (Unknown)","1360-64829","Tree L","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","11.1","","","","",""
".","2/23/2011 15:12:48","1975","11","12","12:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64961","Tree L","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.1","","","","",""
".","2/23/2011 15:13:37","1975","11","12","12:00:00","Black-capped Chickadee","M","AHY (After Hatch Year)","1360-65166","Tree L","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","10.8","","","","",""
".","2/23/2011 15:14:40","1975","11","12","12:00:00","Black-capped Chickadee","U","AHY (After Hatch Year)","1360-65182","4E","Cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","11.3","63","","","",""
".","2/23/2011 15:15:34","1975","11","12","15:00:00","Black-capped Chickadee","U","U (Unknown)","1360-65154","4E","Cloudy; calm","check mark in record","no check","none","none","none","Released","Released","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 15:16:30","1975","11","12","15:30:00","White-breasted Nuthatch","U","U (Unknown)","840-51411","1E","Cloudy; calm","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","23.9 (22.6)","","","","",""
".","2/23/2011 15:18:11","1975","12","12","7:00:00","Tree Sparrow","U","U (Unknown)","1360-65183","2E","Partly-cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","19.1","73","","","",""
".","2/23/2011 15:18:53","1975","12","12","8:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90656","2E","Partly-cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","98.5","135","","","",""
".","2/23/2011 15:19:38","1975","12","12","10:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64961","4E","Partly-cloudy; calm","no check mark in record","check or yes","none","none","none","Released","Released","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 15:20:27","1975","12","12","10:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64942","1E","Partly-cloudy; calm","no check mark in record","check or yes","none","none","none","Released","Released","Keith Bradley-Hewitt","","","","","",""
".","2/23/2011 15:22:03","1975","13","12","9:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90644","1E","Cloudy; drizzle; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","91.3","135","","","",""
".","2/23/2011 15:23:06","1975","13","12","16:00:00","Blue Jay","U","AHY (After Hatch Year)","1163-90657","Tree R","Cloudy; drizzle; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","102.2","136","","","",""
".","2/23/2011 15:28:58","1975","13","12","16:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64829","4E","Cloudy; drizzle; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.3","","","","",""
".","2/23/2011 15:31:51","1975","13","12","16:00:00","Black-capped Chickadee","U","U (Unknown)","1360-65166","4E","Cloudy; drizzle; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","11.6","","","","",""
".","2/23/2011 15:33:01","1975","13","12","16:00:00","Black-capped Chickadee","U","U (Unknown)","1360-65166","4E","Cloudy; drizzle; light winds","no check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","12.0 (11.6 @ 19:00) (11.1)","","","","",""
".","2/23/2011 15:34:06","1975","14","12","9:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1360-65170","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.2","77","","","",""
".","2/23/2011 15:34:54","1975","14","12","9:00:00","Slate-colored Junco","U","U (Unknown)","1360-64873","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","22","","","","",""
".","2/23/2011 15:35:50","1975","14","12","9:00:00","Tree Sparrow","U","U (Unknown)","70-80550","EE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.1","72","","","",""
".","2/23/2011 15:36:46","1975","14","12","10:00:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65184","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.9","74","","","",""
".","2/23/2011 15:37:30","1975","14","12","10:00:00","Slate-colored Junco","U","U (Unknown)","1360-65161","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.6","","","","",""
".","2/23/2011 15:38:49","1975","14","12","10:00:00","Tree Sparrow","U","U (Unknown)","1330-87956","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.2","","","","",""
".","2/23/2011 15:39:33","1975","14","12","10:00:00","Tree Sparrow","U","U (Unknown)","1360-65185","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","18","70","","","",""
".","2/23/2011 15:40:23","1975","14","12","11:00:00","Slate-colored Junco","U","U (Unknown)","1360-65179","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","25.1","","","","",""
".","2/23/2011 15:41:07","1975","14","12","11:00:00","Slate-colored Junco","M","HY (Hatch Year)","1360-65186","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.9","78","","","",""
".","2/23/2011 15:41:53","1975","14","12","12:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1360-65187","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.5","75","","","",""
".","2/23/2011 15:42:41","1975","14","12","12:00:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65188","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","22.4","75","","","",""
".","2/23/2011 15:43:39","1975","14","12","12:00:00","Slate-colored Junco","M","AHY (After Hatch Year)","1360-65189","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.8","78","","","",""
".","2/23/2011 15:44:24","1975","14","12","13:00:00","Black-capped Chickadee","U","HY (Hatch Year)","1360-65190","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","13.5","","","","",""
".","2/23/2011 15:45:16","1975","14","12","13:30:00","Tree Sparrow","U","U (Unknown)","1340-33538","1E","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.3","","","","",""
".","2/23/2011 15:45:58","1975","14","12","13:30:00","Tree Sparrow","U","U (Unknown)","1360-65185","1E","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","18.9","","","","",""
".","2/23/2011 15:46:35","1975","14","12","13:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65191","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","22.1","77","","","",""
".","2/23/2011 15:47:19","1975","14","12","13:30:00","Tree Sparrow","U","U (Unknown)","1330-87956","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.7","","","","",""
".","2/23/2011 15:48:17","1975","14","12","13:30:00","Tree Sparrow","U","U (Unknown)","1330-87162","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.9","","","","",""
".","2/23/2011 15:49:03","1975","14","12","14:00:00","Black-capped Chickadee","U","U (Unknown)","1360-65166","Tree L","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.2","","","","",""
".","2/23/2011 15:49:42","1975","14","12","14:00:00","Slate-colored Junco","U","U (Unknown)","1360-65161","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.7","","","","",""
".","2/23/2011 15:50:26","1975","14","12","14:00:00","Slate-colored Junco","U","U (Unknown)","1360-65163","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","22","","","","",""
".","2/23/2011 15:51:07","1975","14","12","14:00:00","Slate-colored Junco","U","U (Unknown)","1360-65179","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","24.5","","","","",""
".","2/23/2011 15:52:27","1975","14","12","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1360-65192","1E","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","23.5","78","","","",""
".","2/23/2011 15:53:35","1975","14","12","15:30:00","Slate-colored Junco","U","U (Unknown)","1360-65161","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21","","","","",""
".","2/23/2011 15:54:48","1975","14","12","15:30:00","Cardinal","M","AHY (After Hatch Year)","66-197483","AE","Snowing; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","51.1","99","","","",""
".","2/23/2011 15:56:01","1975","14","12","16:30:00","Slate-colored Junco","U","U (Unknown)","1360-64976","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","21.8 (19.8)","","","","",""
".","2/23/2011 15:57:40","1975","14","12","16:30:00","Slate-colored Junco","U","U (Unknown)","1360-65165","AE","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","22.2 (21.4); 21.8 @ 01:00","","","","",""
".","2/23/2011 15:58:32","1975","14","12","16:30:00","White-breasted Nuthatch","M","U (Unknown)","840-51411","Tree L","Snowing; strong winds","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","24.4 (22.8)","","","","",""
".","2/23/2011 15:59:51","1975","15","12","13:00:00","Blue Jay","U","HY (Hatch Year)","1163-90658","1E","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","96.1","130","","","",""
".","2/23/2011 16:00:51","1975","15","12","13:00:00","Black-capped Chickadee","U","HY (Hatch Year)","1360-65193","CE","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","12.5","66","","","",""
".","2/23/2011 16:01:32","1975","15","12","13:30:00","Slate-colored Junco","U","U (Unknown)","1360-65177","AE","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.3","","","","",""
".","2/23/2011 16:02:23","1975","15","12","15:00:00","Black-capped Chickadee","U","U (Unknown)","1360-64829","2E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","12.5","","","","",""
".","2/23/2011 16:03:20","1975","15","12","15:00:00","Tree Sparrow","U","U (Unknown)","1360-65194","AE","Clear; calm","check mark in record","no check","none","none","none","none","Seeds in mouth","Keith Bradley-Hewitt","20","71","","","",""
".","2/23/2011 16:04:09","1975","15","12","15:00:00","Tree Sparrow","U","U (Unknown)","1360-65185","AE","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","18.2","","","","",""
".","2/23/2011 16:04:58","1975","15","12","15:30:00","Tree Sparrow","U","U (Unknown)","1360-65195","AE","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","17.1","70","","","",""
".","2/23/2011 16:05:42","1975","15","12","15:30:00","Slate-colored Junco","U","U (Unknown)","1360-65161","AE","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.5","","","","",""
".","2/23/2011 16:06:27","1975","15","12","15:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65196","AE","Clear; calm","check mark in record","no check","none","none","none","none","Seeds in mouth","Keith Bradley-Hewitt","23.3","75","","","",""
".","2/23/2011 16:08:00","1975","15","12","15:30:00","Cardinal","M","AHY (After Hatch Year)","66-197484","4E","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","51","93","","","",""
".","2/23/2011 16:09:15","1975","15","12","16:30:00","Tree Sparrow","U","U (Unknown)","1360-65185","AE","Clear; calm","no check mark in record","check or yes","none","none","none","none","Seeds in mouth; held overnight","Keith Bradley-Hewitt","18.5 (16.4)","","","","",""
".","2/23/2011 16:10:14","1975","15","12","16:30:00","Black-capped Chickadee","U","U (Unknown)","1360-65166","Tree L","Clear; calm","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","12.5 (10.8)","","","","",""
".","2/23/2011 16:11:26","1975","15","12","16:30:00","Black-capped Chickadee","U","U (Unknown)","1360-65154","Tree R","Clear; calm","no check mark in record","check or yes","none","none","none","none","Held overnight","Keith Bradley-Hewitt","12.4 (10.6)","","","","",""
".","2/23/2011 16:12:29","1975","16","12","7:30:00","Slate-colored Junco","F","AHY (After Hatch Year)","1360-65197","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.4","72","","","",""
".","2/23/2011 16:13:25","1975","16","12","7:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1360-65198","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","22.1","77","","","",""
".","2/23/2011 16:14:07","1975","16","12","7:30:00","Tree Sparrow","U","U (Unknown)","1360-65199","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","18.8","74","","","",""
".","2/23/2011 16:14:56","1975","16","12","7:30:00","Slate-colored Junco","U","U (Unknown)","1360-65188","2E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","Tail moult","Keith Bradley-Hewitt","21.2","","","","",""
".","2/23/2011 16:15:54","1975","16","12","8:30:00","Black-capped Chickadee","U","U (Unknown)","1360-64829","Tree L","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","Bleeding right leg","Keith Bradley-Hewitt","11.4","","","","",""
".","2/23/2011 16:16:36","1975","16","12","8:30:00","Slate-colored Junco","U","U (Unknown)","1360-65161","AE","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.6","","","","",""
".","2/23/2011 16:17:20","1975","16","12","8:30:00","Cardinal","F","U (Unknown)","66-197485","2E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","43","93","","","",""
".","2/23/2011 16:18:03","1975","16","12","9:00:00","Cardinal","M","U (Unknown)","66-197466","4E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","51.5","","","","",""
".","2/23/2011 16:18:56","1975","16","12","9:00:00","Blue Jay","U","HY (Hatch Year)","1163-90659","2E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","89.8","135","","","",""
".","2/23/2011 16:19:40","1975","16","12","10:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1360-65163","4E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.1","","","","",""
".","2/23/2011 16:20:25","1975","16","12","10:30:00","Tree Sparrow","U","U (Unknown)","1360-65200","2E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20","78","","","",""
".","2/23/2011 16:21:32","1975","16","12","10:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65201","2E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20","73","","","",""
".","2/23/2011 16:22:14","1975","16","12","10:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-64957","AE","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.9","","","","",""
".","2/23/2011 16:22:59","1975","16","12","10:30:00","Slate-colored Junco","M","HY (Hatch Year)","1360-65202","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.5","81","","","",""
".","2/23/2011 16:23:42","1975","16","12","11:30:00","Tree Sparrow","U","U (Unknown)","1360-65203","CE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.1","73","","","",""
".","2/23/2011 16:25:44","1975","16","12","11:30:00","Slate-colored Junco","U","U (Unknown)","1360-64873","4E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","Partial tail moult","Keith Bradley-Hewitt","22.7","","","","",""
".","2/24/2011 9:34:59","1975","16","12","12:30:00","Tree Sparrow","U","U (Unknown)","1360-65178","CE","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.5","","","","",""
".","2/24/2011 9:37:06","1975","16","12","12:30:00","Black-capped Chickadee","U","U (Unknown)","1360-65204","4E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","10.9","60","","","",""
".","2/24/2011 9:37:59","1975","16","12","12:30:00","Slate-colored Junco","U","U (Unknown)","1360-65173","AE","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.2","","","","",""
".","2/24/2011 9:38:42","1975","16","12","12:30:00","Slate-colored Junco","U","U (Unknown)","1360-65164","2E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","22","","","","",""
".","2/24/2011 9:39:29","1975","16","12","12:30:00","Slate-colored Junco","U","HY (Hatch Year)","1360-65205","2E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.8","73","","","",""
".","2/24/2011 9:40:58","1975","16","12","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1360-65206","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","Seeds in mouth; rectrices regrown 15%","Keith Bradley-Hewitt","21.5","78","","","",""
".","2/24/2011 9:41:54","1975","16","12","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1360-65207","AE","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","23.6","79","","","",""
".","2/24/2011 9:43:10","1975","16","12","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1360-65170","AE","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.9","","","","",""
".","2/24/2011 9:44:15","1975","16","12","15:30:00","Slate-colored Junco","U","U (Unknown)","1360-65161","4E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","Same cell as next capture","Keith Bradley-Hewitt","20.4","","","","",""
".","2/24/2011 9:45:14","1975","16","12","15:30:00","Tree Sparrow","U","U (Unknown)","1330-87956","4E","Clear; moderate winds","no check mark in record","check or yes","none","none","none","none","Same cell as previous capture","Keith Bradley-Hewitt","19.3","","","","",""
".","2/24/2011 9:46:17","1975","16","12","16:00:00","Cardinal","M","AHY (After Hatch Year)","66-197486","4E","Clear; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","54.2 (47.6)","98","","","",""
".","2/24/2011 9:47:58","1975","16","12","16:30:00","Tree Sparrow","U","U (Unknown)","1360-65200","4E","Clear; moderate winds","no check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","21.0 (18.2)","","","","",""
".","2/24/2011 9:49:05","1975","16","12","16:30:00","Tree Sparrow","U","U (Unknown)","1360-65199","4E","Clear; moderate winds","no check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.6 (18.1)","","","","",""
".","2/24/2011 9:50:10","1975","17","12","7:00:00","Tree Sparrow","U","U (Unknown)","1360-65194","4E","Clear; calm","no check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","17.8","","","","",""
".","2/24/2011 9:51:05","1975","17","12","7:00:00","Tree Sparrow","U","U (Unknown)","1360-65185","4E","Clear; calm","no check mark in record","check or yes","none","none","none","none","Dried blood on band","Keith Bradley-Hewitt","16.9","","","","",""
".","2/24/2011 9:51:49","1975","17","12","7:00:00","Tree Sparrow","U","U (Unknown)","1360-65195","AE","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","16.1","","","","",""
".","2/24/2011 9:52:45","1975","17","12","7:00:00","Slate-colored Junco","U","U (Unknown)","1360-65157","4E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.7","","","","",""
